ID,SFR,2MASS_ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,FL_Teff,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,FL_logLs,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,FL_logt,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,eA67_hi,eA67_lo,LIM_A67,FL_A36,A36,eA36_hi,eA36_lo,LIM_A36,FL_R7,R7,eR7_hi,eR7_lo,LIM_R7,REF_R7,FL_R6,R6,eR6_hi,eR6_lo,LIM_R6,REF_R6,FL_Mgas,Mgas,FL_RCO,R_CO,eR_CO
40,Tau,J04191281+2829330,FQ_Tau_B,7.27,0.80,avg,137.7,21.3,11.6,B,0,II,M3.5,Hartigan03,0,3.524,0.019,Andrews13,-0.931,140.0,0.136,0,-0.926,0.174,0.165,Andrews13,0,-0.566,0.124,0.196,0,6.45,0.37,0.39,340.2,0,4.24,0.47,0.00,Akeson14,223.6,0,2.70,0.15,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,9,1.08,0.44,0.46,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
41,Tau,J04191583+2906269,BP_Tau,7.75,0.06,GaiaDR2,128.7,1.8,2.0,S,-1,II,K7,Luhman10,0,3.609,0.023,Andrews13,-0.012,140.0,0.122,0,-0.099,0.135,0.110,Andrews13,0,-0.145,0.106,0.128,0,6.15,0.34,0.28,345.0,0,130.00,7.00,0.00,Andrews05,230.6,0,51.56,7.71,0.00,Guilloteau11,102.5,0,10.10,0.60,0.00,Ricci12,0,2.30,0.56,0.51,0.00,0,2.01,0.26,0.28,0.00,-1,0.00,0.00,0.00,0.00,none,0,1.464,0.150,0.150,0,Long19,,,0,0.54,0.20
42,Tau,J04192625+2826142,V819_Tau,7.59,0.06,GaiaDR2,131.0,2.3,1.7,S,-1,II,K7,Luhman10,0,3.609,0.023,Andrews13,-0.039,140.0,0.076,0,-0.095,0.078,0.077,Andrews13,0,-0.132,0.094,0.136,0,6.13,0.34,0.21,345.0,1,-1.00,-1.00,9.00,Andrews05,229.5,0,0.53,0.16,0.00,Hardy15,88.2,1,-1.00,-1.00,2.40,Duvert00,2,-1.00,0.00,0.00,6.95,1,-1.00,0.00,0.00,-1.58,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
43,Tau,J04193545+2827218,FR_Tau,8.36,0.30,GaiaDR2,119.5,4.8,4.2,S,-1,II,M5.25,Luhman10,0,3.490,0.020,Andrews13,-0.959,140.0,0.058,0,-1.091,0.062,0.072,Andrews13,0,-0.940,0.263,0.021,0,6.30,0.23,0.37,0.0,-1,0.00,0.00,0.00,none,239.8,1,-1.00,-1.00,15.00,Osterloh95,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
44,Tau,J04201611+2821325,J04201611,7.75,0.20,GaiaDR2,128.3,4.2,3.2,S,-1,II,M6.5,Luhman10,0,3.468,0.021,Andrews13,-1.870,140.0,0.082,0,-1.944,0.087,0.083,Andrews13,0,-1.401,0.452,0.021,0,6.82,0.38,0.52,345.0,1,34.60,21.10,97.90,Buckle15,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
45,Tau,J04202144+2813491,J04202144,6.53,1.01,avg,153.7,39.6,15.9,S,-1,II,M1,Luhman10,0,3.569,0.017,Andrews13,-2.718,140.0,0.110,9,-0.500,0.215,0.154,Andrews13,0,-0.291,0.094,0.115,0,6.41,0.41,0.32,0.0,-1,0.00,0.00,0.00,none,225.4,0,52.40,1.50,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
46,Tau,J04202555+2700355,J04202555,5.87,0.18,GaiaDR2,169.4,6.8,5.2,S,-1,II,M5.25,Luhman10,0,3.490,0.020,Andrews13,-1.343,140.0,0.050,0,-1.175,0.059,0.057,Andrews13,0,-0.982,0.307,0.020,0,6.34,0.29,0.34,338.7,0,18.31,0.27,0.00,Ward-Duong18,225.4,0,8.40,1.40,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,1.91,0.58,0.51,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
47,Tau,J04202583+2819237,IRAS_04173+2812,8.19,0.42,GaiaDR2,121.4,7.8,5.2,S,-1,II,M4,Luhman10,0,3.515,0.019,Andrews13,-1.037,140.0,0.123,0,-1.148,0.127,0.135,Andrews13,0,-0.614,0.116,0.189,0,6.59,0.40,0.25,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
48,Tau,J04202606+2804089,J04202606,7.84,0.05,GaiaDR2,127.3,1.6,2.0,S,-1,II,M3.5,Luhman10,0,3.524,0.019,Andrews13,-0.731,140.0,0.041,0,-0.815,0.043,0.042,Andrews13,0,-0.533,0.091,0.244,0,6.26,0.32,0.24,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,4.30,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
49,Tau,J04210795+2702204,J04210795,5.92,0.65,avg,167.7,27.2,13.2,S,-1,II,M5.25,Luhman10,0,3.490,0.020,Andrews13,-1.205,140.0,0.119,0,-1.033,0.171,0.141,Andrews13,0,-0.875,0.207,0.072,0,6.26,0.25,0.36,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
50,Tau,J04210934+2750368,J04210934,8.45,0.10,GaiaDR2,118.0,2.1,1.9,S,-1,II,M5.25,Luhman10,0,3.490,0.020,Andrews13,-0.973,140.0,0.106,0,-1.130,0.115,0.098,Andrews13,0,-0.927,0.255,0.051,0,6.32,0.27,0.37,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.75,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
51,Tau,J04213459+2701388,J04213459,5.99,0.14,GaiaDR2,166.0,5.4,4.1,S,-1,II,M5.5,Luhman10,0,3.485,0.020,Andrews13,-0.912,140.0,0.075,0,-0.769,0.087,0.071,Andrews13,0,-0.790,0.117,0.032,0,5.89,0.27,0.10,338.7,1,-1.00,-1.00,0.29,Ward-Duong18,225.4,1,-1.00,-1.00,3.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
52,Tau,J04214323+1934133,IRAS_04187+1927,6.72,0.10,GaiaDR2,148.5,3.0,3.3,S,-1,II,M0,Luhman10,0,3.586,0.024,Andrews13,0.152,140.0,0.095,0,0.205,0.093,0.099,Andrews13,0,-0.372,0.165,0.052,0,5.58,0.17,0.54,0.0,-1,0.00,0.00,0.00,none,239.9,0,3.70,0.21,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
53,Tau,J04214631+2659296,J04214631,6.23,0.28,GaiaDR2,158.8,9.7,5.7,S,-1,II,M5.75,Luhman10,0,3.481,0.020,Andrews13,-1.529,140.0,0.074,0,-1.413,0.089,0.081,Andrews13,0,-1.137,0.357,0.020,0,6.50,0.28,0.44,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.90,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
54,Tau,J04215563+2755060,DE_Tau,7.85,0.07,GaiaDR2,127.0,2.1,1.9,S,-1,II,M1,Luhman10,0,3.569,0.017,Andrews13,0.014,140.0,0.069,0,-0.073,0.073,0.067,Andrews13,0,-0.456,0.175,0.031,0,5.75,0.18,0.38,345.0,0,90.00,7.00,0.00,Andrews05,220.0,0,29.50,0.20,0.00,Pietu14,92.6,0,3.32,0.25,0.00,Ricci10,0,2.48,0.35,0.37,0.00,0,2.52,0.19,0.18,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
55,Tau,J04215740+2826355,RY_Tau,7.08,1.31,avg,141.4,51.8,15.5,S,-1,TD,K1,Luhman10,0,3.706,0.015,Andrews13,1.123,140.0,0.159,0,1.186,0.279,0.214,Andrews13,0,0.387,0.095,0.095,0,5.59,0.28,0.28,345.0,0,560.00,30.00,0.00,Mannings94,225.5,0,210.39,0.10,0.00,Long18,111.0,0,36.00,3.00,0.00,Isella10,0,2.30,0.35,0.36,0.00,0,2.49,0.24,0.23,0.00,-1,0.00,0.00,0.00,0.00,none,0,1.728,0.150,0.150,0,Long19,,,,,
,Tau,J04215943+1932063,T_Tau_NS,6.93,0.06,GaiaDR2,143.8,2.5,2.3,HJ,0.68,II,,,,,,,,,,,,,,,,,,,,,,,345.0,0,628.00,17.00,0.00,Andrews05,225.5,0,189.44,0.48,0.00,Manara19,0.0,-1,0.00,0.00,0.00,none,0,2.82,0.34,0.34,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
,Tau,J04215943+1932063,T_Tau_S,6.93,0.06,GaiaDR2,143.8,2.5,2.3,HJB,0.082,II,,,,,,,,,,,,,,,,,,,,,,,345.0,1,-1.00,-1.00,30.00,Andrews05,225.5,0,9.72,0.48,0.00,Manara19,0.0,-1,0.00,0.00,0.00,none,2,-1.00,0.00,0.00,2.65,-1,0.00,0.00,0.00,0.00,,,,,,,0,1.575,0.150,0.150,0,Manara19,,,,,
,Tau,J04215943+1932063,T_Tau_Sa,6.93,0.06,GaiaDR2,143.8,2.5,2.3,B,0,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
,Tau,J04215943+1932063,T_Tau_Sb,6.93,0.06,GaiaDR2,143.8,2.5,2.3,B,0,II,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
56,Tau,J04215943+1932063,T_Tau_N,6.93,0.06,GaiaDR2,143.8,2.5,2.3,HC,0,II,K0,Luhman10,0,3.720,0.014,Andrews13,1.130,140.0,0.140,0,1.160,0.135,0.148,Andrews13,0,0.427,0.045,0.067,0,5.79,0.22,0.21,345.0,0,628.00,17.00,0.00,Andrews05,225.5,0,179.72,0.19,0.00,Manara19,111.0,0,48.80,1.00,0.00,Guilloteau11,0,2.94,0.34,0.34,0.00,0,1.84,0.20,0.20,0.00,-1,0.00,0.00,0.00,0.00,none,0,1.204,0.100,0.100,0,Manara19,,,,,
57,Tau,J04220217+2657304,FS_Tau_AB,6.26,1.06,avg,158.5,50.7,15.5,J,0.227,II,,,0,,,,,,,0,0.255,0.225,0.163,Andrews13,0,-0.136,0.106,0.074,0,5.79,0.30,0.36,345.0,0,49.00,6.00,0.00,Andrews05,239.9,0,2.27,0.18,0.00,Akeson19,111.0,0,3.60,1.30,0.00,Dutrey96,9,8.46,0.55,0.58,0.00,9,-0.60,0.63,0.45,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
58,Tau,J04220217+2657304,FS_Tau_A,6.26,1.06,avg,158.7,50.1,15.8,B,0,II,M0,Hartigan03,0,3.586,0.024,Andrews13,0.041,140.0,0.142,0,0.199,0.243,0.191,Andrews13,0,-0.328,0.138,0.085,0,5.60,0.27,0.60,0.0,-1,0.00,0.00,0.00,none,239.9,0,2.27,0.18,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
59,Tau,J04220217+2657304,FS_Tau_B,6.26,1.06,avg,158.3,50.7,15.3,B,0,II,M3.5,Hartigan03,0,3.524,0.019,Andrews13,-0.887,140.0,0.171,0,-0.733,0.268,0.209,Andrews13,0,-0.596,0.135,0.156,0,6.18,0.39,0.68,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.52,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
60,Tau,J04221675+2654570,J04221675,6.35,0.14,GaiaDR2,156.9,4.5,3.9,S,-1,II,M1.5,Luhman10,0,3.560,0.017,Andrews13,-0.508,140.0,0.116,0,-0.413,0.124,0.113,Andrews13,0,-0.352,0.093,0.134,0,6.12,0.35,0.21,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,4.20,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
61,Tau,J04224786+2645530,IRAS_04196+2638,6.34,0.11,GaiaDR2,157.1,3.9,3.4,S,-1,II,M1,Luhman10,0,3.569,0.017,Andrews13,-0.413,140.0,0.108,0,-0.313,0.109,0.109,Andrews13,0,-0.327,0.106,0.106,0,6.07,0.33,0.19,0.0,-1,0.00,0.00,0.00,none,225.4,0,51.00,1.20,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
62,Tau,J04230607+2801194,J04230607,7.47,0.14,GaiaDR2,133.4,3.3,2.9,S,-1,II,M6,Luhman10,0,3.476,0.020,Andrews13,-1.332,140.0,0.078,0,-1.377,0.085,0.077,Andrews13,0,-1.121,0.291,0.031,0,6.47,0.18,0.49,338.7,0,5.94,0.24,0.00,Ward-Duong18,225.4,0,5.10,1.10,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,9,0.37,0.71,0.60,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
63,Tau,J04230776+2805573,IRAS_04200+2759,7.19,0.17,GaiaDR2,138.5,4.2,3.4,S,-1,II,M2,Furlan11,0,3.552,0.018,Andrews13,-1.261,140.0,0.242,9,-0.600,0.257,0.234,Andrews13,0,-0.390,0.104,0.146,0,6.32,0.52,0.39,0.0,-1,0.00,0.00,0.00,none,225.4,0,36.60,1.30,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
64,Tau,J04231822+2641156,J04231822,6.86,0.93,GaiaDR2,145.9,30.6,14.0,S,-1,II,M3.5,Luhman10,0,3.524,0.019,Andrews13,-0.638,140.0,0.059,0,-0.586,0.161,0.117,Andrews13,0,-0.668,0.197,0.083,0,6.03,0.21,0.66,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.90,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
65,Tau,J04233539+2503026,FU_Tau_AB,7.60,0.15,GaiaDR2,131.1,3.4,2.8,J,5.7,II,,,0,,,,,,,0,-0.625,0.167,0.146,Andrews13,0,-0.672,0.126,0.084,0,5.96,0.52,0.06,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
66,Tau,J04233539+2503026,FU_Tau_A,7.60,0.15,GaiaDR2,131.2,3.3,3.0,B,0,II,M7.25,Luhman10,0,3.453,0.031,Andrews13,-0.579,140.0,0.162,0,-0.651,0.179,0.148,Andrews13,0,-0.757,0.127,0.085,0,5.77,0.39,0.00,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
67,Tau,J04233573+2502596,FU_Tau_B,7.49,1.29,GaiaDR2,132.3,43.9,12.7,B,0,II,M9.25,Luhman10,0,3.371,0.052,Andrews13,-2.077,140.0,0.161,0,-2.077,0.267,0.204,Andrews13,0,-1.528,0.288,0.185,0,5.85,1.10,0.00,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
68,Tau,J04233919+2456141,FT_Tau,7.82,0.05,GaiaDR2,127.4,2.0,1.7,S,-1,II,C,Luhman10,0,3.577,0.049,Andrews13,-0.251,140.0,0.219,0,-0.338,0.224,0.214,Andrews13,0,-0.288,0.172,0.324,0,5.99,0.71,0.60,340.7,0,111.00,2.00,0.00,Andrews07,225.5,0,89.77,0.10,0.00,Long18,111.0,0,18.80,0.80,0.00,Guilloteau11,9,0.51,0.35,0.35,0.00,0,2.21,0.21,0.21,0.00,-1,0.00,0.00,0.00,0.00,none,0,1.527,0.150,0.150,0,Long19,,,,,
69,Tau,J04242090+2630511,J04242090,7.27,0.18,GaiaDR2,137.0,4.3,3.5,S,-1,II,M6.5,Luhman10,0,3.468,0.021,Andrews13,-1.806,140.0,0.096,0,-1.823,0.099,0.099,Andrews13,0,-1.350,0.409,0.031,0,6.75,0.31,0.58,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.40,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
70,Tau,J04242646+2649503,J04242646,6.43,0.13,GaiaDR2,155.1,4.0,3.8,S,-1,II,M5.75,Luhman10,0,3.481,0.020,Andrews13,-1.517,140.0,0.068,0,-1.425,0.068,0.075,Andrews13,0,-1.141,0.357,0.020,0,6.51,0.29,0.42,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
71,Tau,J04244457+2610141,IRAS_04216+2603,6.27,0.11,GaiaDR2,158.5,4.3,3.2,S,-1,II,M0.5,Luhman10,0,3.577,0.020,Andrews13,-0.671,140.0,0.443,0,-0.564,0.448,0.442,Andrews13,0,-0.250,0.074,0.148,0,6.76,0.44,0.88,0.0,-1,0.00,0.00,0.00,none,230.6,1,-1.00,-1.00,19.80,Schaefer09,111.0,1,-1.00,-1.00,5.10,Schaefer09,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
72,Tau,J04245708+2711565,IP_Tau,7.66,0.04,GaiaDR2,130.1,1.9,1.7,S,-1,II,M0,Luhman10,0,3.586,0.024,Andrews13,-0.331,140.0,0.126,0,-0.387,0.120,0.134,Andrews13,0,-0.228,0.123,0.133,0,6.34,0.42,0.24,340.3,0,30.00,0.20,0.00,Tripathi17,225.5,0,14.53,0.08,0.00,Long18,88.2,1,-1.00,-1.00,2.10,Duvert00,0,1.76,0.34,0.35,0.00,1,-1.00,0.00,0.00,2.06,0,1.65,0.12,0.06,1.86,Tripathi17,0,1.483,0.150,0.150,0,Long19,,,0,0.68,0.15
73,Tau,J04262939+2624137,KPNO_3,6.42,0.23,GaiaDR2,155.5,6.4,5.7,S,-1,II,M6,Luhman10,0,3.476,0.020,Andrews13,-1.655,140.0,0.053,0,-1.559,0.058,0.067,Andrews13,0,-1.217,0.366,0.020,0,6.61,0.25,0.51,338.7,0,5.40,0.13,0.00,Ward-Duong18,225.4,0,5.80,1.20,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,9,-0.18,0.68,0.58,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
74,Tau,J04263055+2443558,J04263055,8.41,0.68,GaiaDR2,118.9,12.0,8.1,S,-1,II,M8.75,Luhman06,0,3.415,0.030,Akeson19,-2.260,119.9,0.240,0,-2.230,0.225,0.276,Akeson19,0,-1.584,0.234,0.163,0,5.98,1.09,0.05,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.30,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
,Tau,,FV_Tau_AB_cAB,7.16,0.15,avg,138.8,4.0,4.0,WJ,12.29,II,,,,,,,,,,,,,,,,,,,,,,,340.2,0,28.14,0.56,0.00,Akeson14,223.6,0,13.26,0.18,0.00,Akeson14,111.0,1,-1.00,-1.00,6.00,Dutrey96,9,1.79,0.34,0.34,0.00,1,-1.00,0.00,0.00,1.13,,,,,,,,,,,,,,,,,
75,Tau,J04265352+2606543,FV_Tau_AB,7.16,0.15,avg,138.7,4.1,2.9,J,0.72,II,,,0,,,,,,,0,0.558,0.124,0.093,Andrews13,0,0.224,0.074,0.084,0,5.89,0.23,0.22,340.2,0,25.86,0.56,0.00,Akeson14,223.6,0,12.10,0.18,0.00,Akeson14,111.0,1,-1.00,-1.00,6.00,Dutrey96,9,1.81,0.34,0.34,0.00,1,-1.00,0.00,0.00,1.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
76,Tau,J04265352+2606543,FV_Tau_A,7.16,0.15,avg,138.9,3.9,3.0,B,0,II,K5,Hartigan03,0,3.639,0.024,Andrews13,0.369,140.0,0.143,0,0.364,0.144,0.143,Andrews13,0,-0.049,0.115,0.157,0,5.76,0.36,0.31,340.2,0,13.76,0.52,0.00,Akeson14,223.6,0,6.17,0.16,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.91,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
77,Tau,J04265352+2606543,FV_Tau_B,7.16,0.15,avg,139.1,3.8,3.1,B,0,II,K6,WhiteGhez01,0,3.624,0.015,Andrews13,0.130,140.0,0.153,0,0.115,0.164,0.144,Andrews13,0,-0.101,0.072,0.093,0,6.01,0.29,0.29,340.2,0,12.10,0.56,0.00,Akeson14,223.6,0,5.93,0.18,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.70,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
78,Tau,J04265440+2606510,FV_Tau_c_AB,7.15,0.14,GaiaDR2,139.3,3.7,3.1,J,0.74,II,,,0,,,,,,,0,-0.199,0.073,0.083,Andrews13,0,-0.038,0.058,0.035,0,6.78,0.08,0.35,340.2,0,2.28,0.40,0.00,Akeson14,223.6,0,1.16,0.17,0.00,Akeson14,111.0,1,-1.00,-1.00,6.00,Dutrey96,9,1.61,0.64,0.66,0.00,1,-1.00,0.00,0.00,-2.35,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
79,Tau,J04265440+2606510,FV_Tau_c_A,7.15,0.14,GaiaDR2,139.3,3.6,3.1,B,0,II,M2.5,Hartigan03,0,3.543,0.018,Andrews13,-0.254,140.0,0.080,0,-0.263,0.088,0.077,Andrews13,0,-0.552,0.149,0.064,0,5.82,0.12,0.58,340.2,0,1.38,0.40,0.00,Akeson14,223.6,0,0.76,0.17,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,9,1.42,0.93,1.01,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
80,Tau,J04265440+2606510,FV_Tau_c_B,7.15,0.14,GaiaDR2,139.4,3.6,3.1,B,0,II,M3.5,Hartigan03,0,3.524,0.019,Andrews13,-1.193,140.0,0.210,9,-0.400,0.209,0.213,Andrews13,0,-0.640,0.145,0.083,0,5.90,0.17,0.79,340.2,0,0.90,0.40,0.00,Akeson14,223.6,0,0.40,0.12,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,9,1.93,1.28,1.56,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
81,Tau,J04265732+2606284,KPNO_13,7.50,0.13,GaiaDR2,133.1,2.8,3.0,S,-1,II,M5,Luhman07,0,3.495,0.020,Andrews13,-0.577,140.0,0.080,0,-0.621,0.082,0.083,Andrews13,0,-0.705,0.100,0.045,0,5.94,0.16,0.17,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,3.60,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
82,Tau,J04270280+2542223,DF_Tau_AB,8.04,0.42,GaiaDR2,123.9,7.8,5.7,CB,0.073,II,,,0,,,,,,,0,0.169,0.116,0.084,Andrews13,0,-0.199,0.085,0.053,0,5.52,0.24,0.27,345.0,0,8.80,1.90,0.00,Andrews05,239.8,1,-1.00,-1.00,25.00,Osterloh95,0.0,-1,0.00,0.00,0.00,none,1,-1.00,0.00,0.00,-2.87,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,,,
,Tau,J04270280+2542223,DF_Tau_A,8.04,0.42,GaiaDR2,123.3,8.5,5.0,B,0,II,M2,Hartigan03,0,3.552,0.018,Andrews13,0.084,140.0,0.132,0,-0.019,0.143,0.137,Andrews13,0,-0.462,0.076,0.087,0,5.67,0.07,0.68,,-1,,,,,,,,,,,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,
